timestamp,open,high,low,close,volume
2024-10-03T16:30:00Z,572.87,573.04,572.12,572.55,1458891
2024-10-03T17:30:00Z,572.55,572.83,571.5,571.98,1429139
2024-10-03T18:30:00Z,571.98,572.0,569.52,570.63,1980683
2024-10-03T19:30:00Z,570.63,571.32,570.34,571.22,1356165
2024-10-03T20:30:00Z,571.22,571.96,571.05,571.82,1718939
2024-10-03T21:30:00Z,571.82,573.35,571.04,572.46,1909269
2024-10-03T22:30:00Z,572.46,574.76,571.25,573.9,1081628
2024-10-03T23:30:00Z,573.9,574.61,573.5,574.13,1125997
2024-10-04T00:30:00Z,574.13,574.34,573.61,574.17,1353614
2024-10-04T01:30:00Z,574.17,575.59,573.02,575.27,906533
2024-10-04T02:30:00Z,575.27,576.05,574.59,576.05,1349360
2024-10-04T03:30:00Z,576.05,576.91,575.59,576.62,1976306
2024-10-04T04:30:00Z,576.62,578.16,575.96,577.07,1574302
2024-10-04T05:30:00Z,577.07,577.38,576.97,577.26,1446464
2024-10-04T06:30:00Z,577.26,577.32,575.82,576.37,1323301
2024-10-04T07:30:00Z,576.37,578.03,575.56,577.52,1652235
2024-10-04T08:30:00Z,577.52,578.98,577.26,578.6,1171305
2024-10-04T09:30:00Z,578.6,578.63,577.55,578.35,1496643
2024-10-04T10:30:00Z,578.35,579.04,578.15,578.44,1133862
2024-10-04T11:30:00Z,578.44,578.58,576.53,577.68,1787108
2024-10-04T12:30:00Z,577.68,578.04,577.15,577.84,1277302
2024-10-04T13:30:00Z,577.84,579.76,577.41,579.04,1384272
2024-10-04T14:30:00Z,579.04,580.88,578.6,580.18,1924525
2024-10-04T15:30:00Z,580.18,580.22,577.59,578.75,1347807
2024-10-04T16:30:00Z,578.75,579.55,578.39,579.46,1457829
2024-10-04T17:30:00Z,579.46,582.47,579.29,581.01,1198624
2024-10-04T18:30:00Z,581.01,581.22,580.8,580.92,1213212
2024-10-04T19:30:00Z,580.92,582.04,580.18,581.96,1492479
2024-10-04T20:30:00Z,581.96,582.65,580.77,581.16,1656462
2024-10-04T21:30:00Z,581.16,581.8,579.87,580.38,1202317
2024-10-04T22:30:00Z,580.38,581.89,577.84,578.87,1431137
2024-10-04T23:30:00Z,578.87,580.41,578.58,579.6,1240785
2024-10-05T00:30:00Z,579.6,580.19,578.14,578.71,1248164
2024-10-05T01:30:00Z,578.71,579.69,577.93,579.04,1155868
2024-10-05T02:30:00Z,579.04,579.64,578.58,578.67,1292555
2024-10-05T03:30:00Z,578.67,578.91,577.93,578.14,851223
2024-10-05T04:30:00Z,578.14,581.21,577.35,579.87,1207760
2024-10-05T05:30:00Z,579.87,580.8,579.43,580.38,1109479
2024-10-05T06:30:00Z,580.38,581.06,580.19,580.28,1691596
2024-10-05T07:30:00Z,580.28,580.63,579.86,580.16,1774231
2024-10-05T08:30:00Z,580.16,581.14,579.22,580.6,1913864
2024-10-05T09:30:00Z,580.6,581.36,579.56,580.71,1728143
2024-10-05T10:30:00Z,580.71,581.67,579.18,579.81,1133778
2024-10-05T11:30:00Z,579.81,580.42,578.7,579.03,1318499
2024-10-05T12:30:00Z,579.03,579.75,578.79,579.27,1722479
2024-10-05T13:30:00Z,579.27,579.43,578.59,578.74,1470479
2024-10-05T14:30:00Z,578.74,579.05,578.68,578.9,1248691
2024-10-05T15:30:00Z,578.9,579.05,578.46,578.66,1671941
2024-10-05T16:30:00Z,578.66,580.75,577.52,579.82,840961
2024-10-05T17:30:00Z,579.82,581.16,579.37,580.26,812364
2024-10-05T18:30:00Z,580.26,581.47,579.58,580.75,1928730
2024-10-05T19:30:00Z,580.75,581.29,579.9,580.49,1262503
2024-10-05T20:30:00Z,580.49,580.87,579.23,579.88,1647913
2024-10-05T21:30:00Z,579.88,580.57,579.11,579.86,1920138
2024-10-05T22:30:00Z,579.86,580.52,579.19,580.49,1084582
2024-10-05T23:30:00Z,580.49,580.73,580.24,580.55,1486508
2024-10-06T00:30:00Z,580.55,580.98,579.88,580.64,1684085
2024-10-06T01:30:00Z,580.64,581.24,580.63,581.18,1931243
2024-10-06T02:30:00Z,581.18,582.84,579.92,582.75,884427
2024-10-06T03:30:00Z,582.75,584.33,582.52,583.25,842739
2024-10-06T04:30:00Z,583.25,583.35,582.02,582.82,1775246
2024-10-06T05:30:00Z,582.82,583.61,582.24,582.41,1040192
2024-10-06T06:30:00Z,582.41,582.68,581.99,582.42,1587075
2024-10-06T07:30:00Z,582.42,582.99,581.89,581.95,1309292
2024-10-06T08:30:00Z,581.95,583.74,581.77,582.86,1986846
2024-10-06T09:30:00Z,582.86,583.96,582.32,583.52,1577143
2024-10-06T10:30:00Z,583.52,584.67,583.18,584.38,1709164
2024-10-06T11:30:00Z,584.38,585.54,583.35,584.75,1120845
2024-10-06T12:30:00Z,584.75,585.21,582.28,583.64,1928630
2024-10-06T13:30:00Z,583.64,584.53,582.74,584.03,1362866
2024-10-06T14:30:00Z,584.03,584.36,583.21,583.74,1774564
2024-10-06T15:30:00Z,583.74,584.76,583.43,584.15,1836635
2024-10-06T16:30:00Z,584.15,584.73,583.99,584.35,1379377
2024-10-06T17:30:00Z,584.35,584.82,583.76,583.93,1306160
2024-10-06T18:30:00Z,583.93,584.6,583.1,583.72,1829326
2024-10-06T19:30:00Z,583.72,583.74,582.54,582.86,1648090
2024-10-06T20:30:00Z,582.86,583.26,582.14,582.59,1692346
2024-10-06T21:30:00Z,582.59,583.37,581.47,581.97,1751572
2024-10-06T22:30:00Z,581.97,582.04,581.8,581.84,1923788
2024-10-06T23:30:00Z,581.84,583.2,581.59,582.31,1815438
2024-10-07T00:30:00Z,582.31,582.83,581.42,582.27,1207094
2024-10-07T01:30:00Z,582.27,583.69,581.95,583.31,1920162
2024-10-07T02:30:00Z,583.31,583.69,582.95,583.58,1829447
2024-10-07T03:30:00Z,583.58,583.86,583.46,583.85,1803936
2024-10-07T04:30:00Z,583.85,584.23,583.36,583.55,937035
2024-10-07T05:30:00Z,583.55,583.88,583.11,583.83,912426
2024-10-07T06:30:00Z,583.83,584.82,583.45,584.69,1970363
2024-10-07T07:30:00Z,584.69,586.78,583.47,585.85,1273300
2024-10-07T08:30:00Z,585.85,586.41,585.2,586.08,1699321
2024-10-07T09:30:00Z,586.08,586.56,585.04,585.52,1008107
2024-10-07T10:30:00Z,585.52,586.55,585.41,586.09,1164513
2024-10-07T11:30:00Z,586.09,586.2,585.77,586.05,1785477
2024-10-07T12:30:00Z,586.05,586.62,585.67,586.04,1289525
2024-10-07T13:30:00Z,586.04,587.72,585.19,586.65,1214856
2024-10-07T14:30:00Z,586.65,587.69,585.03,585.98,949757
2024-10-07T15:30:00Z,585.98,586.93,585.66,586.5,1993713
2024-10-07T16:30:00Z,586.5,587.6,586.07,587.28,1370941
2024-10-07T17:30:00Z,587.28,587.66,586.98,587.04,883594
2024-10-07T18:30:00Z,587.04,588.07,586.74,588.04,843506
2024-10-07T19:30:00Z,588.04,589.0,587.04,587.42,884371
2024-10-07T20:30:00Z,587.42,587.89,587.22,587.57,1714117
2024-10-07T21:30:00Z,587.57,588.03,587.17,587.25,1529727
2024-10-07T22:30:00Z,587.25,587.33,586.64,586.85,1839073
2024-10-07T23:30:00Z,586.85,587.96,586.28,587.3,1953636
2024-10-08T00:30:00Z,587.3,587.78,586.8,587.71,1879186
2024-10-08T01:30:00Z,587.71,587.9,586.82,587.9,1768834
2024-10-08T02:30:00Z,587.9,588.4,587.22,587.63,908237
2024-10-08T03:30:00Z,587.63,588.29,587.11,587.98,1718796
2024-10-08T04:30:00Z,587.98,589.09,587.48,588.69,1132143
2024-10-08T05:30:00Z,588.69,588.7,587.96,588.25,1271231
2024-10-08T06:30:00Z,588.25,590.12,586.93,589.93,1845169
2024-10-08T07:30:00Z,589.93,590.27,589.21,589.97,1671346
2024-10-08T08:30:00Z,589.97,591.68,589.56,591.09,1865858
2024-10-08T09:30:00Z,591.09,591.33,589.37,589.5,1670197
2024-10-08T10:30:00Z,589.5,589.5,588.41,588.95,1826850
2024-10-08T11:30:00Z,588.95,590.85,588.15,590.12,1497177
2024-10-08T12:30:00Z,590.12,590.45,589.21,589.4,1300811
2024-10-08T13:30:00Z,589.4,589.58,588.62,589.23,891535
2024-10-08T14:30:00Z,589.23,589.65,587.92,589.02,1118987
2024-10-08T15:30:00Z,589.02,589.91,588.46,589.87,1496243
2024-10-08T16:30:00Z,589.87,591.61,589.31,590.97,1102315
2024-10-08T17:30:00Z,590.97,591.69,589.86,590.03,1784593
2024-10-08T18:30:00Z,590.03,590.6,589.96,590.26,1489051
2024-10-08T19:30:00Z,590.26,591.28,589.38,589.83,1464086
2024-10-08T20:30:00Z,589.83,590.46,588.19,588.91,1292348
2024-10-08T21:30:00Z,588.91,590.1,586.68,587.97,989539
2024-10-08T22:30:00Z,587.97,588.71,587.41,587.79,1428025
2024-10-08T23:30:00Z,587.79,588.09,586.9,588.04,1415236
2024-10-09T00:30:00Z,588.04,588.29,587.28,587.69,1177606
2024-10-09T01:30:00Z,587.69,588.45,587.04,588.39,1305056
2024-10-09T02:30:00Z,588.39,588.95,587.17,587.57,819707
2024-10-09T03:30:00Z,587.57,588.19,587.27,587.7,1946299
2024-10-09T04:30:00Z,587.7,588.7,587.19,588.23,1689840
2024-10-09T05:30:00Z,588.23,589.56,587.85,588.99,1606760
2024-10-09T06:30:00Z,588.99,589.56,588.78,589.31,1419143
2024-10-09T07:30:00Z,589.31,589.55,589.05,589.16,816982
2024-10-09T08:30:00Z,589.16,589.23,587.47,588.29,1841712
2024-10-09T09:30:00Z,588.29,589.28,587.13,587.98,1282593
2024-10-09T10:30:00Z,587.98,588.59,586.92,587.58,1086846
2024-10-09T11:30:00Z,587.58,588.4,586.7,587.29,1447879
2024-10-09T12:30:00Z,587.29,587.53,586.75,587.45,1485179
2024-10-09T13:30:00Z,587.45,587.6,587.28,587.39,1931220
2024-10-09T14:30:00Z,587.39,588.26,587.23,587.99,1810508
2024-10-09T15:30:00Z,587.99,588.36,586.56,587.64,1041528
2024-10-09T16:30:00Z,587.64,587.85,586.85,587.48,1633432
2024-10-09T17:30:00Z,587.48,588.42,586.81,587.24,1627482
2024-10-09T18:30:00Z,587.24,588.44,586.62,587.82,1599068
2024-10-09T19:30:00Z,587.82,588.79,587.49,587.6,1290360
2024-10-09T20:30:00Z,587.6,588.18,585.26,586.34,932575
2024-10-09T21:30:00Z,586.34,586.71,585.66,586.22,1656258
2024-10-09T22:30:00Z,586.22,586.51,586.06,586.09,1292411
2024-10-09T23:30:00Z,586.09,586.23,585.47,585.94,1932865
2024-10-10T00:30:00Z,585.94,586.39,584.53,584.64,1826235
2024-10-10T01:30:00Z,584.64,585.73,584.39,584.91,1577057
2024-10-10T02:30:00Z,584.91,585.08,584.31,584.77,1570357
2024-10-10T03:30:00Z,584.77,586.12,584.44,585.22,1634959
2024-10-10T04:30:00Z,585.22,586.34,584.51,584.63,1244818
2024-10-10T05:30:00Z,584.63,587.15,584.59,586.16,1499419
2024-10-10T06:30:00Z,586.16,586.22,585.24,585.88,1234440
2024-10-10T07:30:00Z,585.88,586.55,585.71,585.95,1109443
2024-10-10T08:30:00Z,585.95,586.4,585.42,585.88,1932913
2024-10-10T09:30:00Z,585.88,586.08,583.93,584.67,854064
2024-10-10T10:30:00Z,584.67,585.38,584.65,584.82,1356516
2024-10-10T11:30:00Z,584.82,585.26,584.64,585.01,933290
2024-10-10T12:30:00Z,585.01,585.18,582.74,583.51,890943
2024-10-10T13:30:00Z,583.51,584.31,582.82,583.4,1432564
2024-10-10T14:30:00Z,583.4,584.01,581.14,581.65,1026412
2024-10-10T15:30:00Z,581.65,582.47,581.6,581.83,969429
2024-10-10T16:30:00Z,581.83,582.18,581.04,581.37,1481963
2024-10-10T17:30:00Z,581.37,581.75,581.21,581.43,1860217
2024-10-10T18:30:00Z,581.43,582.38,580.17,580.89,1956233
2024-10-10T19:30:00Z,580.89,581.13,579.9,580.4,1279185
2024-10-10T20:30:00Z,580.4,581.4,578.56,578.99,1455409
2024-10-10T21:30:00Z,578.99,579.74,578.84,579.37,1794611
2024-10-10T22:30:00Z,579.37,580.36,578.78,580.28,1072871
2024-10-10T23:30:00Z,580.28,581.01,579.83,580.53,1491317
2024-10-11T00:30:00Z,580.53,581.77,579.33,579.89,907890
2024-10-11T01:30:00Z,579.89,580.83,578.42,578.97,1864121
2024-10-11T02:30:00Z,578.97,579.01,578.59,578.92,1570831
2024-10-11T03:30:00Z,578.92,579.81,578.76,579.62,1699913
2024-10-11T04:30:00Z,579.62,581.22,578.75,580.39,855058
2024-10-11T05:30:00Z,580.39,581.54,577.44,578.65,860719
2024-10-11T06:30:00Z,578.65,579.01,578.65,578.82,1100420
2024-10-11T07:30:00Z,578.82,579.94,578.67,579.51,864292
2024-10-11T08:30:00Z,579.51,580.28,579.39,579.94,1453550
2024-10-11T09:30:00Z,579.94,580.83,579.42,580.12,978167
2024-10-11T10:30:00Z,580.12,580.17,580.05,580.13,1729275
2024-10-11T11:30:00Z,580.13,580.66,579.09,579.57,1372872
2024-10-11T12:30:00Z,579.57,579.63,579.09,579.46,1820542
2024-10-11T13:30:00Z,579.46,580.27,579.25,579.98,914886
2024-10-11T14:30:00Z,579.98,580.35,579.84,580.28,1488122
2024-10-11T15:30:00Z,580.28,580.49,579.83,580.02,1070922
2024-10-11T16:30:00Z,580.02,581.07,577.92,578.94,951153
2024-10-11T17:30:00Z,578.94,579.97,578.6,579.39,1764174
2024-10-11T18:30:00Z,579.39,581.03,578.52,580.32,1675967
2024-10-11T19:30:00Z,580.32,580.72,578.41,579.37,1160444
2024-10-11T20:30:00Z,579.37,580.22,579.29,579.39,1022011
2024-10-11T21:30:00Z,579.39,580.04,577.61,578.19,1629982
2024-10-11T22:30:00Z,578.19,579.21,578.14,578.69,1039131
2024-10-11T23:30:00Z,578.69,578.94,576.55,577.57,1536309
2024-10-12T00:30:00Z,577.57,577.85,576.93,577.1,1213708
2024-10-12T01:30:00Z,577.1,577.29,574.58,575.54,958027
2024-10-12T02:30:00Z,575.54,576.34,574.97,575.78,1741422
2024-10-12T03:30:00Z,575.78,577.64,574.99,576.56,1477816
2024-10-12T04:30:00Z,576.56,576.95,576.33,576.91,1435060
2024-10-12T05:30:00Z,576.91,577.78,575.37,575.89,955589
2024-10-12T06:30:00Z,575.89,576.36,575.28,575.32,989365
2024-10-12T07:30:00Z,575.32,576.22,574.88,575.74,1962485
2024-10-12T08:30:00Z,575.74,577.17,575.35,576.54,1194766
2024-10-12T09:30:00Z,576.54,576.93,575.81,575.93,929758
2024-10-12T10:30:00Z,575.93,577.48,574.66,574.79,1161882
2024-10-12T11:30:00Z,574.79,575.56,574.33,575.23,1899051
2024-10-12T12:30:00Z,575.23,575.43,574.61,574.89,1509607
2024-10-12T13:30:00Z,574.89,574.93,574.41,574.89,1501810
2024-10-12T14:30:00Z,574.89,575.5,574.2,575.23,1115355
2024-10-12T15:30:00Z,575.23,575.74,575.15,575.41,1533627
2024-10-12T16:30:00Z,575.41,575.53,574.43,575.09,977668
2024-10-12T17:30:00Z,575.09,576.47,574.27,576.08,1068002
2024-10-12T18:30:00Z,576.08,576.87,574.9,575.51,1687947
2024-10-12T19:30:00Z,575.51,575.53,574.04,574.43,1249194
2024-10-12T20:30:00Z,574.43,575.11,573.74,573.85,1420320
2024-10-12T21:30:00Z,573.85,575.04,572.68,574.89,1904216
2024-10-12T22:30:00Z,574.89,575.72,574.42,575.56,1140257
2024-10-12T23:30:00Z,575.56,576.07,575.28,575.76,1147160
2024-10-13T00:30:00Z,575.76,576.14,575.28,575.78,1397537
2024-10-13T01:30:00Z,575.78,576.49,575.42,575.63,1301572
2024-10-13T02:30:00Z,575.63,576.31,574.93,575.23,1996256
2024-10-13T03:30:00Z,575.23,577.27,574.73,576.46,1600844
2024-10-13T04:30:00Z,576.46,576.6,575.37,575.8,1324294
2024-10-13T05:30:00Z,575.8,575.96,575.71,575.84,1015146
2024-10-13T06:30:00Z,575.84,575.87,575.64,575.7,1742290
2024-10-13T07:30:00Z,575.7,575.91,574.34,574.95,1265647
2024-10-13T08:30:00Z,574.95,576.15,574.41,575.59,1584254
2024-10-13T09:30:00Z,575.59,576.71,573.92,574.34,859113
2024-10-13T10:30:00Z,574.34,574.62,574.15,574.27,880327
2024-10-13T11:30:00Z,574.27,575.13,573.84,574.61,1091069
2024-10-13T12:30:00Z,574.61,575.4,574.6,574.71,1252260
2024-10-13T13:30:00Z,574.71,575.44,573.03,573.99,1906817
2024-10-13T14:30:00Z,573.99,574.11,572.76,572.99,1758636
2024-10-13T15:30:00Z,572.99,574.1,572.69,573.6,1924186
2024-10-13T16:30:00Z,573.6,574.61,573.21,574.48,1539908
2024-10-13T17:30:00Z,574.48,574.81,574.17,574.62,979545
2024-10-13T18:30:00Z,574.62,575.35,572.97,574.03,1864561
2024-10-13T19:30:00Z,574.03,574.29,573.67,573.99,1611348
2024-10-13T20:30:00Z,573.99,574.99,573.81,574.57,1017398
2024-10-13T21:30:00Z,574.57,575.19,574.28,574.56,892978
2024-10-13T22:30:00Z,574.56,575.32,573.61,574.24,1803552
2024-10-13T23:30:00Z,574.24,575.65,574.17,574.8,1759823
2024-10-14T00:30:00Z,574.8,576.34,574.43,575.31,1450276
2024-10-14T01:30:00Z,575.31,576.18,574.92,575.47,1331237
2024-10-14T02:30:00Z,575.47,577.39,575.42,576.5,1496096
2024-10-14T03:30:00Z,576.5,577.26,576.25,576.79,1638906
2024-10-14T04:30:00Z,576.79,577.29,576.54,576.79,1843382
2024-10-14T05:30:00Z,576.79,577.86,575.02,575.38,973248
2024-10-14T06:30:00Z,575.38,575.98,575.0,575.4,1473629
2024-10-14T07:30:00Z,575.4,575.53,575.06,575.18,1735153
2024-10-14T08:30:00Z,575.18,575.56,574.61,574.66,1539370
2024-10-14T09:30:00Z,574.66,575.06,573.69,574.28,920288
2024-10-14T10:30:00Z,574.28,576.05,573.57,575.21,865306
2024-10-14T11:30:00Z,575.21,576.07,574.75,575.71,872978
2024-10-14T12:30:00Z,575.71,576.47,574.78,576.12,867916
2024-10-14T13:30:00Z,576.12,577.18,575.22,576.54,1580168
2024-10-14T14:30:00Z,576.54,576.69,576.21,576.34,1384454
2024-10-14T15:30:00Z,576.34,576.54,575.99,576.49,1846571
2024-10-14T16:30:00Z,576.49,577.38,574.22,575.03,1249986
2024-10-14T17:30:00Z,575.03,575.34,573.91,574.92,1830121
2024-10-14T18:30:00Z,574.92,575.15,574.68,575.09,984110
2024-10-14T19:30:00Z,575.09,576.58,573.99,575.5,1528603
2024-10-14T20:30:00Z,575.5,575.66,575.26,575.34,1165095
2024-10-14T21:30:00Z,575.34,576.02,574.39,574.55,1221486
2024-10-14T22:30:00Z,574.55,575.0,574.14,574.74,1780221
2024-10-14T23:30:00Z,574.74,575.36,573.62,574.31,980806
2024-10-15T00:30:00Z,574.31,575.58,573.81,575.0,1658644
2024-10-15T01:30:00Z,575.0,575.42,573.94,575.34,955535
2024-10-15T02:30:00Z,575.34,576.24,573.61,574.41,1181604
2024-10-15T03:30:00Z,574.41,574.74,573.93,574.62,916209
2024-10-15T04:30:00Z,574.62,575.01,574.05,574.91,1272845
2024-10-15T05:30:00Z,574.91,575.82,573.2,574.07,965381
2024-10-15T06:30:00Z,574.07,574.16,573.73,573.95,1918784
2024-10-15T07:30:00Z,573.95,575.3,573.5,574.81,1123368
2024-10-15T08:30:00Z,574.81,575.54,573.75,575.15,886390
2024-10-15T09:30:00Z,575.15,575.92,575.09,575.88,1355023
2024-10-15T10:30:00Z,575.88,576.53,574.57,575.08,1944158
2024-10-15T11:30:00Z,575.08,576.1,573.5,574.01,1651637
2024-10-15T12:30:00Z,574.01,574.16,573.66,573.82,1227867
2024-10-15T13:30:00Z,573.82,574.04,573.35,573.96,1469655
2024-10-15T14:30:00Z,573.96,574.11,573.28,573.71,1977867
2024-10-15T15:30:00Z,573.71,573.99,572.09,572.23,1742871
2024-10-15T16:30:00Z,572.23,572.42,571.82,572.12,1320660
2024-10-15T17:30:00Z,572.12,573.33,571.21,572.32,1455810
2024-10-15T18:30:00Z,572.32,572.84,571.4,572.35,1843061
2024-10-15T19:30:00Z,572.35,572.94,572.17,572.61,1304844
2024-10-15T20:30:00Z,572.61,572.74,572.41,572.63,1786892
2024-10-15T21:30:00Z,572.63,573.15,572.55,573.14,1080881
2024-10-15T22:30:00Z,573.14,574.31,572.64,573.85,1995967
2024-10-15T23:30:00Z,573.85,574.27,572.65,572.99,1610232
2024-10-16T00:30:00Z,572.99,574.16,570.91,571.71,1049164
2024-10-16T01:30:00Z,571.71,571.75,571.42,571.56,1511113
2024-10-16T02:30:00Z,571.56,572.0,570.54,570.83,884420
2024-10-16T03:30:00Z,570.83,570.89,570.34,570.48,1793513
2024-10-16T04:30:00Z,570.48,570.65,568.83,569.98,1468005
2024-10-16T05:30:00Z,569.98,570.38,569.52,569.82,1427539
2024-10-16T06:30:00Z,569.82,570.35,568.42,569.03,1795921
2024-10-16T07:30:00Z,569.03,569.47,567.65,568.46,1673548
2024-10-16T08:30:00Z,568.46,569.49,567.25,567.29,1795287
2024-10-16T09:30:00Z,567.29,567.83,565.77,566.57,1277192
2024-10-16T10:30:00Z,566.57,566.87,566.01,566.3,1597316
2024-10-16T11:30:00Z,566.3,566.91,565.27,565.3,1030467
2024-10-16T12:30:00Z,565.3,565.7,565.18,565.45,1852391
2024-10-16T13:30:00Z,565.45,567.1,564.43,566.02,930613
2024-10-16T14:30:00Z,566.02,566.87,565.27,565.68,1590258
2024-10-16T15:30:00Z,565.68,565.85,563.89,564.78,1517911
2024-10-16T16:30:00Z,564.78,565.84,562.44,563.69,1354407
2024-10-16T17:30:00Z,563.69,563.87,563.06,563.29,1970392
2024-10-16T18:30:00Z,563.29,564.34,561.73,562.69,1825513
2024-10-16T19:30:00Z,562.69,564.56,561.49,564.11,1373482
2024-10-16T20:30:00Z,564.11,564.85,563.47,563.79,1523799
2024-10-16T21:30:00Z,563.79,565.69,563.38,564.54,1403204
2024-10-16T22:30:00Z,564.54,565.37,563.76,564.69,1248762
2024-10-16T23:30:00Z,564.69,564.94,564.07,564.5,1369631
2024-10-17T00:30:00Z,564.5,565.23,563.85,565.0,1913674
2024-10-17T01:30:00Z,565.0,565.77,564.93,565.6,1492675
2024-10-17T02:30:00Z,565.6,565.6,564.91,565.42,1131226
2024-10-17T03:30:00Z,565.42,566.14,564.33,565.0,1801282
2024-10-17T04:30:00Z,565.0,565.25,564.17,564.22,987612
2024-10-17T05:30:00Z,564.22,564.53,562.19,563.18,878220
2024-10-17T06:30:00Z,563.18,563.62,562.2,563.43,1632557
2024-10-17T07:30:00Z,563.43,563.62,562.33,563.1,1407056
2024-10-17T08:30:00Z,563.1,563.17,562.38,563.05,1396769
2024-10-17T09:30:00Z,563.05,563.47,562.52,562.87,1081437
2024-10-17T10:30:00Z,562.87,563.27,562.78,563.21,1762413
2024-10-17T11:30:00Z,563.21,564.03,562.47,562.49,1506975
2024-10-17T12:30:00Z,562.49,562.75,561.74,562.6,1650374
2024-10-17T13:30:00Z,562.6,563.34,561.52,561.64,1000037
2024-10-17T14:30:00Z,561.64,561.8,561.52,561.68,1293923
2024-10-17T15:30:00Z,561.68,562.09,561.45,561.91,823982
2024-10-17T16:30:00Z,561.91,562.22,561.53,561.75,1134950
2024-10-17T17:30:00Z,561.75,562.68,561.01,562.27,1452168
2024-10-17T18:30:00Z,562.27,562.73,561.53,561.8,1080114
2024-10-17T19:30:00Z,561.8,562.34,559.63,560.79,1583548
2024-10-17T20:30:00Z,560.79,561.26,559.7,560.28,1258042
2024-10-17T21:30:00Z,560.28,561.75,559.57,560.93,971694
2024-10-17T22:30:00Z,560.93,561.69,560.25,560.34,1948503
2024-10-17T23:30:00Z,560.34,560.63,559.82,560.43,1145059
2024-10-18T00:30:00Z,560.43,560.5,560.06,560.27,990718
2024-10-18T01:30:00Z,560.27,561.87,560.19,561.21,1076707
2024-10-18T02:30:00Z,561.21,561.45,560.26,560.69,845655
2024-10-18T03:30:00Z,560.69,561.34,560.24,560.85,953154
2024-10-18T04:30:00Z,560.85,562.38,560.18,561.67,944743
2024-10-18T05:30:00Z,561.67,562.66,561.31,562.07,1177448
2024-10-18T06:30:00Z,562.07,563.21,561.56,562.43,1602117
